"RecNumbr","F1Age","F2Age","FOSFAMST","F1Race","F2Race","Transracial"
"262499000000",53,NA,NA,2,NA,0
"262547000000",38,NA,NA,2,NA,0
"262559000000",45,NA,3,2,NA,NA
"262577000000",70,64,NA,2,2,0
"262583000000",56,72,1,2,2,0
"262616000000",46,56,NA,4,4,9
"262631000000",45,NA,NA,2,NA,0
"262632000000",33,NA,3,7,NA,NA
"262634000000",54,NA,NA,7,NA,NA
"262634000000",38,NA,3,2,NA,0
"262636000000",52,NA,NA,2,NA,NA
"262640000000",72,NA,NA,7,NA,NA
"262656000000",38,38,1,2,1,0
"262676000000",68,47,1,7,7,0
"10152535180",48,48,NA,7,1,1
"12231594020",55,60,3,1,1,0
"250681000000",38,NA,3,2,NA,9
"251475000000",37,NA,3,2,NA,0
"251506000000",NA,NA,NA,NA,NA,NA
"251564000000",61,NA,3,1,NA,0
"251568000000",NA,NA,NA,NA,NA,NA
"251578000000",NA,NA,NA,NA,NA,9
"251578000000",57,NA,3,2,NA,0
"251579000000",64,67,1,1,1,9
"251584000000",47,NA,NA,2,NA,0
"251584000000",49,50,1,2,2,0
"251587000000",34,NA,3,1,NA,0
"251593000000",57,NA,1,1,NA,0
"251614000000",41,45,1,1,1,0
"251620000000",36,39,1,1,1,0
"251625000000",62,NA,3,1,NA,0
"251636000000",55,52,1,2,2,9
"251639000000",54,49,1,1,1,1
"251642000000",NA,NA,NA,NA,NA,NA
"251645000000",60,NA,3,7,NA,NA
"251647000000",NA,NA,NA,NA,NA,NA
"251658000000",48,NA,2,1,NA,0
"251659000000",NA,NA,NA,NA,NA,NA
"251661000000",44,42,1,1,1,0
"251664000000",45,42,1,1,7,9
"251675000000",34,36,NA,1,1,0
"251681000000",50,39,1,1,1,0
"251681000000",28,29,1,1,1,0
"251681000000",56,NA,NA,2,NA,9
"251682000000",NA,NA,NA,NA,NA,NA
"251684000000",50,41,1,1,1,0
"251689000000",40,40,NA,2,7,0
"251689000000",33,34,1,1,1,1
"251689000000",44,NA,3,1,NA,NA
"251689000000",NA,NA,NA,NA,NA,9
"251698000000",40,NA,4,2,NA,NA
"251702000000",57,NA,3,1,NA,NA
"251703000000",45,47,1,1,1,0
"251704000000",61,70,NA,2,1,1
"251706000000",NA,NA,NA,NA,NA,NA
"251714000000",58,63,NA,1,1,0
"251714000000",43,44,1,1,1,0
"251715000000",41,40,NA,1,1,1
"251720000000",40,NA,NA,7,NA,NA
"251720000000",68,54,1,1,1,0
"251725000000",69,NA,NA,2,NA,0
"251725000000",64,NA,NA,7,NA,NA
"251737000000",68,NA,NA,2,NA,0
"251739000000",40,31,3,7,1,0
"251739000000",33,NA,3,1,NA,0
"251740000000",60,67,1,1,1,0
"251741000000",51,50,1,2,2,0
"251747000000",46,46,1,1,1,0
"251748000000",45,49,NA,7,7,2
"251750000000",NA,NA,NA,NA,NA,9
"251753000000",48,49,1,1,1,0
"251758000000",58,NA,3,1,NA,9
"251758000000",39,43,1,1,1,0
"251760000000",45,NA,3,1,NA,9
"251761000000",35,NA,NA,7,NA,NA
"251762000000",58,NA,3,2,NA,0
"251762000000",50,NA,NA,2,NA,0
"251764000000",76,NA,3,2,NA,9
"251767000000",45,40,1,1,1,1
"251767000000",45,40,1,1,1,1
"251768000000",35,NA,2,2,NA,0
"251771000000",33,NA,1,2,NA,0
"251772000000",60,NA,NA,7,NA,NA
"251776000000",44,48,1,2,2,9
"251781000000",NA,NA,NA,NA,NA,NA
"251783000000",NA,NA,NA,NA,NA,NA
"251783000000",34,30,NA,1,1,0
"251786000000",52,NA,NA,7,NA,NA
"251789000000",NA,NA,NA,NA,NA,9
"251789000000",53,55,1,2,2,0
"251793000000",56,57,1,1,1,0
"251797000000",51,55,3,1,1,0
"251797000000",29,NA,3,1,NA,0
"251798000000",38,NA,NA,2,NA,NA
"251799000000",45,NA,3,2,NA,0
"251800000000",49,49,1,1,1,1
"251802000000",50,48,1,2,2,0
"251808000000",41,68,NA,1,1,0
"251810000000",54,NA,3,2,NA,0
"251815000000",36,NA,3,2,NA,0
"251816000000",56,NA,NA,2,NA,0
"251818000000",57,NA,3,2,NA,0
"251820000000",76,NA,NA,2,NA,0
"251820000000",66,NA,NA,2,NA,9
"251821000000",58,60,1,1,1,0
"251821000000",51,52,1,1,1,0
"251823000000",53,NA,4,1,NA,0
"251824000000",NA,NA,NA,NA,NA,NA
"251827000000",51,NA,3,2,NA,NA
"251828000000",47,35,NA,7,7,0
"251831000000",51,51,3,1,1,0
"251833000000",61,NA,3,2,NA,0
"251834000000",NA,NA,NA,NA,NA,NA
"251835000000",NA,NA,NA,NA,NA,9
"251840000000",70,70,NA,7,7,2
"251841000000",47,48,1,1,1,0
"251844000000",53,NA,3,2,NA,0
"251850000000",33,37,NA,2,2,3
"251852000000",76,NA,1,7,NA,NA
"251853000000",31,NA,NA,7,NA,NA
"251854000000",NA,NA,NA,NA,NA,NA
"251854000000",51,NA,4,1,NA,0
"251855000000",63,NA,3,1,NA,NA
"251859000000",60,69,1,2,1,1
"251860000000",58,NA,NA,2,NA,0
"251860000000",58,NA,NA,2,NA,9
"251862000000",29,43,NA,7,7,0
"251863000000",57,67,3,2,2,0
"251864000000",49,49,1,1,1,0
"251865000000",NA,NA,NA,NA,NA,NA
"251866000000",59,61,NA,7,1,9
"251869000000",68,66,4,1,1,1
"251870000000",65,NA,NA,2,NA,0
"251870000000",30,NA,1,2,NA,NA
"251871000000",59,NA,3,2,NA,0
"251874000000",60,NA,2,2,NA,0
"251876000000",NA,NA,3,NA,NA,9
"251877000000",55,NA,1,7,NA,NA
"251878000000",48,52,3,7,7,0
"251880000000",55,NA,4,2,NA,NA
"251883000000",46,NA,1,3,NA,0
"251884000000",58,NA,2,2,NA,0
"251884000000",NA,NA,NA,NA,NA,NA
"251885000000",55,56,1,2,2,9
"251886000000",54,50,1,2,7,0
"251888000000",67,NA,3,1,NA,0
"251889000000",45,46,1,2,2,0
"251889000000",50,NA,NA,1,NA,0
"251890000000",49,NA,3,2,NA,0
"251890000000",42,NA,4,7,NA,9
"251891000000",56,NA,3,2,NA,NA
"251893000000",55,47,1,1,1,0
"251893000000",56,NA,NA,2,NA,0
"251898000000",47,NA,NA,2,NA,0
"251899000000",52,NA,1,1,NA,0
"251901000000",24,NA,NA,7,NA,NA
"251901000000",64,NA,3,7,NA,9
"251905000000",NA,NA,NA,NA,NA,NA
"251910000000",65,68,1,2,2,0
"251917000000",42,NA,3,2,NA,0
"251923000000",55,NA,NA,2,NA,0
"251925000000",53,50,3,2,2,0
"251927000000",39,NA,3,7,NA,0
"251932000000",57,NA,NA,2,NA,NA
"251932000000",53,53,1,1,1,0
"251932000000",53,NA,3,2,NA,0
"251933000000",61,NA,3,2,NA,0
"251934000000",37,NA,3,2,NA,0
"251934000000",37,NA,3,2,NA,0
"251937000000",51,NA,NA,2,NA,0
"251938000000",78,NA,NA,2,NA,NA
"251941000000",51,69,NA,1,1,1
"251943000000",NA,NA,NA,NA,NA,NA
"251947000000",47,50,1,1,1,0
"251948000000",37,NA,4,2,NA,0
"251949000000",47,49,1,7,7,3
"251950000000",45,48,NA,2,2,0
"251950000000",NA,NA,1,NA,NA,NA
"251955000000",42,NA,3,2,NA,NA
"251961000000",NA,NA,NA,NA,NA,NA
"251961000000",60,NA,NA,2,NA,0
"251962000000",NA,NA,NA,NA,NA,9
"251964000000",41,NA,3,2,NA,9
"251967000000",53,NA,1,2,NA,0
"251968000000",56,49,1,2,2,0
"251974000000",62,NA,NA,2,NA,NA
"251976000000",41,NA,NA,7,NA,NA
"251978000000",57,NA,3,2,NA,0
"251980000000",NA,NA,NA,NA,NA,NA
"251983000000",61,NA,3,2,NA,0
"251983000000",61,NA,3,2,NA,0
"251984000000",61,NA,NA,2,NA,0
"251989000000",69,NA,NA,2,NA,NA
"251994000000",53,NA,1,2,NA,0
"251994000000",40,NA,3,7,NA,NA
"251995000000",NA,NA,NA,NA,NA,NA
"251996000000",78,NA,3,2,NA,0
"252000000000",40,NA,NA,7,NA,0
"252001000000",50,NA,3,1,NA,NA
"252001000000",51,NA,NA,2,NA,0
"252002000000",41,NA,4,1,NA,0
"252005000000",42,NA,3,2,NA,0
"252017000000",67,NA,NA,2,NA,0
"252028000000",59,NA,3,1,NA,NA
"252036000000",NA,NA,NA,NA,NA,NA
"252036000000",57,NA,NA,2,NA,0
"252039000000",35,NA,NA,2,NA,0
"252044000000",64,58,NA,7,7,2
"252044000000",64,58,NA,7,7,2
"252055000000",44,34,3,2,2,9
"252060000000",48,47,1,2,2,0
"252071000000",NA,NA,3,NA,NA,NA
"252075000000",68,NA,3,2,NA,0
"252075000000",53,NA,NA,2,NA,NA
"252076000000",77,NA,3,2,NA,0
"252079000000",47,43,NA,2,2,0
"252081000000",NA,NA,NA,NA,NA,NA
"252090000000",35,NA,3,2,NA,0
"252091000000",67,NA,3,2,NA,0
"252092000000",64,NA,NA,2,NA,0
"252094000000",50,56,NA,2,7,0
"252105000000",41,NA,3,2,NA,0
"252113000000",67,NA,NA,7,NA,NA
"252120000000",52,NA,3,2,NA,0
"252124000000",57,NA,NA,2,NA,0
"252150000000",61,NA,3,7,NA,0
"252150000000",52,NA,3,7,NA,NA
"252152000000",57,NA,3,2,NA,0
"252162000000",56,NA,NA,7,NA,NA
"252169000000",54,52,1,1,1,0
"252176000000",58,NA,3,7,NA,0
"252177000000",39,41,3,7,7,3
"252178000000",NA,NA,NA,NA,NA,NA
"252180000000",NA,NA,NA,NA,NA,NA
"252182000000",62,55,1,2,2,9
"252184000000",55,NA,3,7,NA,0
"252186000000",52,53,1,7,7,0
"252186000000",57,NA,NA,2,NA,0
"252187000000",51,NA,1,2,NA,0
"252194000000",48,51,1,7,7,0
"260108000000",59,NA,3,7,NA,9
"260111000000",58,52,1,2,2,0
"260117000000",44,50,1,1,1,9
"260137000000",67,NA,1,7,NA,0
"260144000000",63,78,3,7,7,3
"260159000000",49,NA,3,2,NA,9
"260165000000",55,56,NA,7,7,2
"260165000000",43,NA,3,2,NA,0
"260170000000",NA,NA,NA,NA,NA,NA
"260175000000",46,50,1,1,1,0
"260177000000",48,NA,3,2,NA,0
"260182000000",53,NA,3,7,NA,NA
"260185000000",63,62,1,2,2,0
"260197000000",NA,NA,NA,NA,NA,NA
"260200000000",36,36,NA,1,1,1
"260209000000",NA,NA,NA,NA,NA,NA
"260213000000",66,NA,NA,7,NA,0
"260231000000",31,28,1,7,7,0
"260231000000",31,28,1,7,7,0
"260247000000",49,NA,1,7,NA,NA
"260250000000",43,46,1,1,1,0
"260256000000",38,NA,3,2,NA,0
"260260000000",61,NA,NA,1,NA,0
"260264000000",70,NA,3,7,NA,NA
"260277000000",NA,NA,NA,NA,NA,NA
"260282000000",41,NA,3,2,NA,0
"260288000000",51,45,2,1,1,1
"260293000000",42,45,1,7,7,0
"260317000000",49,39,NA,7,7,3
"260506000000",NA,NA,NA,NA,NA,9
"260506000000",53,NA,3,2,NA,9
"260543000000",NA,NA,NA,NA,NA,NA
"260548000000",49,51,3,1,1,0
"260553000000",NA,NA,3,NA,NA,NA
"260565000000",74,NA,NA,1,NA,0
"260598000000",43,NA,3,1,NA,0
"260602000000",40,NA,3,2,NA,0
"260612000000",63,59,NA,2,2,2
"260645000000",NA,NA,NA,NA,NA,NA
"260659000000",42,44,1,2,2,0
"260698000000",44,NA,NA,2,NA,0
"260804000000",37,NA,3,2,NA,NA
"260810000000",50,NA,NA,2,NA,0
"260826000000",74,NA,3,7,NA,0
"260838000000",62,NA,3,2,NA,0
"260845000000",64,68,NA,7,7,0
"260862000000",57,NA,4,2,NA,0
"260862000000",45,NA,3,2,NA,0
"260876000000",42,NA,3,7,NA,NA
"260897000000",36,NA,NA,2,NA,0
"260905000000",52,NA,NA,7,NA,NA
"260931000000",NA,NA,NA,NA,NA,NA
"260950000000",69,NA,3,1,NA,0
"260954000000",44,NA,3,2,NA,NA
"260965000000",39,NA,3,7,NA,0
"261133000000",50,50,1,1,1,9
"261136000000",53,NA,3,7,NA,NA
"261166000000",34,NA,4,1,NA,0
"261184000000",49,48,1,1,7,0
"261188000000",NA,NA,NA,NA,NA,9
"261191000000",47,NA,NA,7,NA,NA
"261231000000",40,41,1,7,7,3
"261234000000",57,NA,NA,2,NA,0
"261255000000",NA,NA,NA,NA,NA,NA
"261260000000",46,NA,1,2,NA,NA
"261288000000",NA,NA,NA,NA,NA,NA
"261314000000",56,NA,NA,2,NA,0
"261383000000",43,57,NA,2,2,0
"261401000000",73,70,1,2,2,0
"261418000000",49,NA,1,7,NA,NA
"261437000000",46,NA,3,2,NA,0
"261469000000",60,65,1,7,7,3
"261477000000",65,NA,NA,7,NA,9
"261569000000",62,NA,NA,2,NA,0
"261596000000",41,NA,3,7,NA,NA
"261616000000",NA,NA,3,NA,NA,NA
"261617000000",48,NA,NA,7,NA,NA
"261643000000",53,NA,3,7,NA,NA
"261661000000",NA,NA,NA,NA,NA,NA
"261699000000",52,NA,1,2,NA,9
"261738000000",59,72,NA,2,2,0
"261773000000",57,NA,NA,2,NA,0
"261790000000",52,NA,NA,7,NA,NA
"261804000000",50,56,1,2,2,0
"261850000000",46,NA,3,2,NA,0
"261850000000",65,NA,3,1,NA,9
"261999000000",62,59,NA,7,7,2
"262004000000",55,NA,3,7,NA,NA
"262018000000",52,NA,NA,2,NA,9
"262047000000",61,NA,NA,1,NA,0
"262202000000",60,NA,NA,2,NA,0
"262204000000",56,NA,NA,2,NA,0
"262204000000",61,62,2,2,2,0
"262204000000",61,62,NA,2,2,0
"262222000000",51,NA,3,7,NA,0
"262244000000",53,NA,3,7,NA,0
"262249000000",44,NA,3,2,NA,0
"262259000000",52,NA,3,2,NA,0
"262265000000",NA,NA,NA,NA,NA,NA
"262269000000",52,NA,3,2,NA,0
"262296000000",72,NA,NA,7,NA,NA
"262301000000",NA,NA,NA,NA,NA,NA
"262307000000",58,NA,NA,2,NA,0
"262312000000",57,NA,NA,2,NA,NA
"262312000000",59,58,1,7,1,0
"262322000000",42,49,3,7,7,3
"262327000000",45,NA,NA,7,NA,9
"262343000000",38,50,NA,2,2,0
"262345000000",NA,NA,NA,NA,NA,NA
"262349000000",57,NA,2,2,NA,0
"262356000000",56,NA,NA,2,NA,0
"262362000000",39,NA,3,7,NA,0
"262367000000",50,NA,3,2,NA,0
"262367000000",50,NA,3,2,NA,0
"262405000000",74,78,NA,2,2,0
"262418000000",45,NA,3,2,NA,0
"262429000000",64,NA,3,2,NA,0
"262432000000",47,NA,NA,2,NA,0
"262458000000",45,43,NA,2,2,0
"262463000000",54,NA,NA,2,NA,0
"262464000000",48,NA,NA,2,NA,0
"262467000000",59,NA,3,2,NA,0
"262468000000",50,56,NA,1,1,0
"262478000000",51,NA,3,2,NA,0
"262485000000",50,NA,3,2,NA,0
"262499000000",80,NA,NA,2,NA,0
"262526000000",69,NA,3,2,NA,NA
"262527000000",54,NA,1,2,NA,0
"262537000000",51,NA,NA,2,NA,0
"262542000000",52,51,NA,2,2,0
"262549000000",34,39,1,1,1,1
"262555000000",64,57,NA,7,7,0
"262604000000",45,53,3,2,2,0
"262623000000",66,NA,NA,2,NA,0
"262624000000",46,NA,NA,7,NA,9
"262631000000",45,NA,NA,2,NA,0
"262639000000",44,NA,3,7,NA,NA
"262647000000",48,49,NA,7,7,3
"262654000000",61,NA,1,7,NA,NA
"262659000000",60,NA,3,7,NA,0
"262677000000",53,NA,3,2,NA,0
"262677000000",44,NA,3,2,NA,0
"262680000000",59,51,3,2,2,0
"262681000000",45,47,1,2,2,0
